Longitude, Latitude, Total, Males, Females
200,100,71,35,36
400,300,0,0,0
0,0,0,0,0
200,200,51,26,25
400,400,52,24,28
0,100,125,57,68
200,300,132,62,70
0,200,147,70,77
200,400,101,47,54
0,300,144,84,60
0,400,65,29,36
300,0,65,37,28
300,100,84,35,49
100,0,0,0,0
300,200,23,7,16
100,100,59,34,25
300,300,40,19,21
100,200,53,31,22
300,400,55,28,27
100,300,87,42,45
100,400,127,75,52
400,0,21,8,13
400,100,0,0,0
200,0,56,23,33
400,200,0,0,0
