Longitude, Latitude, Heterozygocity
200,100,0.524483
400,300,0.499141
0,0,0.518627
200,200,0.517619
400,400,0.499820
0,100,0.508497
200,300,0.496360
0,200,0.517028
200,400,0.498850
0,300,0.490751
0,400,0.532078
300,0,0.536341
300,100,0.563086
100,0,0.518354
300,200,0.508368
100,100,0.542138
300,300,0.542390
100,200,0.551588
300,400,0.518516
100,300,0.495538
100,400,0.498863
400,0,0.552315
400,100,0.504714
200,0,0.527654
400,200,0.516844
