Longitude, Latitude, Total, Males, Females
200,100,62,31,31
400,300,0,0,0
0,0,0,0,0
200,200,72,39,33
400,400,42,18,24
0,100,93,45,48
200,300,104,45,59
0,200,103,58,45
200,400,111,56,55
0,300,120,58,62
0,400,89,40,49
300,0,74,33,41
300,100,63,29,34
100,0,0,0,0
300,200,20,11,9
100,100,71,34,37
300,300,39,18,21
100,200,57,30,27
300,400,73,45,28
100,300,115,57,58
100,400,118,48,70
400,0,41,14,27
400,100,0,0,0
200,0,57,31,26
400,200,0,0,0
