Longitude, Latitude, Total, Males, Females
200,100,22,8,14
400,300,49,19,30
0,0,53,29,24
200,200,28,12,16
400,400,44,19,25
0,100,45,25,20
200,300,32,15,17
0,200,37,21,16
200,400,52,24,28
0,300,29,17,12
0,400,31,23,8
300,0,27,8,19
300,100,51,18,33
100,0,39,25,14
300,200,51,21,30
100,100,21,14,7
300,300,34,18,16
100,200,29,13,16
300,400,40,22,18
100,300,47,21,26
100,400,32,18,14
400,0,38,25,13
400,100,40,18,22
200,0,50,25,25
400,200,49,25,24
