Longitude, Latitude, Total, Males, Females
200,100,79,31,48
400,300,40,25,15
0,0,49,27,22
200,200,70,35,35
400,400,15,5,10
0,100,46,17,29
200,300,36,18,18
0,200,53,29,24
200,400,24,17,7
0,300,15,8,7
0,400,83,42,41
300,0,66,28,38
300,100,102,58,44
100,0,30,12,18
300,200,64,35,29
100,100,67,22,45
300,300,107,54,53
100,200,97,37,60
300,400,37,17,20
100,300,42,23,19
100,400,25,16,9
400,0,75,32,43
400,100,36,15,21
200,0,71,36,35
400,200,28,16,12
