Longitude, Latitude, Heterozygocity
200,100,0.119653
400,300,0.119116
0,0,0.130869
200,200,0.128989
400,400,0.123591
0,100,0.109280
200,300,0.130298
0,200,0.127193
200,400,0.109141
0,300,0.120808
0,400,0.136054
300,0,0.116796
300,100,0.133171
100,0,0.106052
300,200,0.125597
100,100,0.119325
300,300,0.130070
100,200,0.125924
300,400,0.132329
100,300,0.120966
100,400,0.108962
400,0,0.121279
400,100,0.109557
200,0,0.121878
400,200,0.096716
