Longitude, Latitude, Total, Males, Females
200,100,56,36,20
400,300,0,0,0
0,0,0,0,0
200,200,76,35,41
400,400,31,13,18
0,100,104,47,57
200,300,121,52,69
0,200,108,54,54
200,400,105,55,50
0,300,137,82,55
0,400,77,41,36
300,0,72,37,35
300,100,67,38,29
100,0,0,0,0
300,200,34,16,18
100,100,63,38,25
300,300,49,28,21
100,200,67,31,36
300,400,54,26,28
100,300,87,39,48
100,400,129,74,55
400,0,21,14,7
400,100,0,0,0
200,0,61,30,31
400,200,0,0,0
