Longitude, Latitude, Total, Males, Females
200,100,36,18,18
400,300,29,14,15
0,0,57,28,29
200,200,48,25,23
400,400,25,8,17
0,100,35,17,18
200,300,26,10,16
0,200,33,19,14
200,400,26,14,12
0,300,38,23,15
0,400,38,13,25
300,0,36,7,29
300,100,34,15,19
100,0,42,22,20
300,200,25,11,14
100,100,33,19,14
300,300,34,20,14
100,200,21,9,12
300,400,38,23,15
100,300,58,29,29
100,400,47,16,31
400,0,36,20,16
400,100,41,20,21
200,0,51,27,24
400,200,50,28,22
