Longitude, Latitude, Total, Males, Females
200,100,32,10,22
400,300,26,11,15
0,0,31,13,18
200,200,33,18,15
400,400,36,8,28
0,100,37,18,19
200,300,39,21,18
0,200,39,24,15
200,400,34,16,18
0,300,41,24,17
0,400,48,28,20
300,0,23,6,17
300,100,33,15,18
100,0,22,17,5
300,200,24,12,12
100,100,43,29,14
300,300,54,20,34
100,200,36,19,17
300,400,25,21,4
100,300,36,19,17
100,400,32,18,14
400,0,23,12,11
400,100,33,14,19
200,0,36,22,14
400,200,42,21,21
