Longitude, Latitude, Heterozygocity
200,100,0.522641
400,300,0.498422
0,0,0.516991
200,200,0.515433
400,400,0.499805
0,100,0.507944
200,300,0.495286
0,200,0.515018
200,400,0.498850
0,300,0.490751
0,400,0.529677
300,0,0.534460
300,100,0.556589
100,0,0.517135
300,200,0.506153
100,100,0.538982
300,300,0.541050
100,200,0.549345
300,400,0.517604
100,300,0.495650
100,400,0.498997
400,0,0.550836
400,100,0.503938
200,0,0.525626
400,200,0.514319
