Longitude, Latitude, Heterozygocity
200,100,0.158539
400,300,NaN
0,0,NaN
200,200,0.140635
400,400,0.126793
0,100,0.167399
200,300,0.182584
0,200,0.169606
200,400,0.164488
0,300,0.156824
0,400,0.148973
300,0,0.155345
300,100,0.132212
100,0,NaN
300,200,0.108891
100,100,0.147822
300,300,0.139943
100,200,0.117539
300,400,0.119019
100,300,0.142265
100,400,0.153863
400,0,0.115884
400,100,NaN
200,0,0.135671
400,200,NaN
