Longitude, Latitude, Heterozygocity
200,100,0.133417
400,300,0.123722
0,0,0.134788
200,200,0.135286
400,400,0.132917
0,100,0.122060
200,300,0.145937
0,200,0.132617
200,400,0.126028
0,300,0.125110
0,400,0.145278
300,0,0.123876
300,100,0.144119
100,0,0.112887
300,200,0.132001
100,100,0.132090
300,300,0.135132
100,200,0.126091
300,400,0.134250
100,300,0.130687
100,400,0.112275
400,0,0.130314
400,100,0.113664
200,0,0.126942
400,200,0.111045
