Longitude, Latitude, Heterozygocity
200,100,0.554106
400,300,0.517260
0,0,0.540198
200,200,0.543735
400,400,0.503016
0,100,0.525447
200,300,0.510313
0,200,0.540976
200,400,0.498850
0,300,0.490818
0,400,0.566149
300,0,0.569772
300,100,0.593467
100,0,0.531542
300,200,0.530040
100,100,0.582285
300,300,0.577646
100,200,0.585298
300,400,0.534332
100,300,0.499617
100,400,0.499544
400,0,0.583879
400,100,0.522042
200,0,0.559649
400,200,0.538871
