Longitude, Latitude, Total, Males, Females
200,100,72,35,37
400,300,32,17,15
0,0,51,20,31
200,200,67,29,38
400,400,41,21,20
0,100,12,3,9
200,300,23,11,12
0,200,24,10,14
200,400,23,11,12
0,300,5,3,2
0,400,68,32,36
300,0,75,38,37
300,100,116,61,55
100,0,44,20,24
300,200,34,15,19
100,100,97,53,44
300,300,64,29,35
100,200,67,39,28
300,400,54,21,33
100,300,14,3,11
100,400,29,16,13
400,0,105,52,53
400,100,37,18,19
200,0,80,43,37
400,200,54,29,25
